RecordTimeStamp,SystemIsPauseNow,LastOfflineWokerId,CurrentSystemTick
1644420959,0,-,0,
1644420959,0,-,1,
1644420959,0,-,2,
1644420959,0,-,3,
1644420959,0,-,4,
1644420959,0,-,5,
1644420959,0,-,6,
1644420959,0,-,7,
1644420959,0,-,8,
1644420959,0,-,9,
1644420959,0,-,10,
1644420959,0,-,11,
1644420959,0,-,12,
1644420959,0,-,13,
1644420959,0,-,14,
1644420959,0,-,15,
1644420959,0,-,16,
1644420959,0,-,17,
1644420959,0,-,18,
1644420959,0,-,19,
1644420959,0,-,20,
1644420959,0,-,21,
1644420959,0,-,22,
1644420959,0,-,23,
1644420960,0,-,24,
1644420960,0,-,25,
1644420960,0,-,26,
1644420960,0,-,27,
1644420960,0,-,28,
1644420960,0,-,29,
1644420960,0,-,30,
1644420960,0,-,31,
1644420960,0,-,32,
1644420960,0,-,33,
1644420960,0,-,34,
1644420960,0,-,35,
1644420960,0,-,36,
1644420960,0,-,37,
1644420960,0,-,38,
1644420960,0,-,39,
1644420960,0,-,40,
1644420960,0,-,41,
1644420960,0,-,42,
1644420960,0,-,43,
1644420960,0,-,44,
1644420960,0,-,45,
1644420960,0,-,46,
1644420960,0,-,47,
1644420960,0,-,48,
1644420960,0,-,49,
1644420960,0,-,50,
1644420960,0,-,51,
1644420960,0,-,52,
1644420960,0,-,53,
1644420960,0,-,54,
1644420960,0,-,55,
1644420960,0,-,56,
1644420960,0,-,57,
1644420960,0,-,58,
1644420960,0,-,59,
1644420960,0,-,60,
1644420960,0,-,61,
1644420960,0,-,62,
1644420960,0,-,63,
1644420960,0,-,64,
1644420961,0,-,65,
1644420961,0,-,66,
1644420961,0,-,67,
1644420961,0,-,68,
1644420961,0,-,69,
1644420961,0,-,70,
1644420961,0,-,71,
1644420961,0,-,72,
1644420961,0,-,73,
1644420961,0,-,74,
1644420961,0,-,75,
1644420961,0,-,76,
1644420961,0,-,77,
1644420961,0,-,78,
1644420961,0,-,79,
1644420961,0,-,80,
1644420961,0,-,81,
1644420961,0,-,82,
1644420961,0,-,83,
1644420961,0,-,84,
1644420961,0,-,85,
1644420961,0,-,86,
1644420961,0,-,87,
1644420961,0,-,88,
1644420961,0,-,89,
1644420961,0,-,90,
1644420961,0,-,91,
1644420961,0,-,92,
1644420961,0,-,93,
1644420961,0,-,94,
1644420961,0,-,95,
1644420961,0,-,96,
1644420961,0,-,97,
1644420961,0,-,98,
1644420961,0,-,99,
1644420961,0,-,100,
1644420961,0,-,101,
1644420961,0,-,102,
1644420961,0,-,103,
1644420961,0,-,104,
1644420961,0,-,105,
1644420962,0,-,106,
1644420962,0,-,107,
1644420962,0,-,108,
1644420962,0,-,109,
1644420962,0,-,110,
1644420962,0,-,111,
1644420962,0,-,112,
1644420962,0,-,113,
1644420962,0,-,114,
1644420962,0,-,115,
1644420962,0,-,116,
1644420962,0,-,117,
1644420962,0,-,118,
1644420962,0,-,119,
1644420962,0,-,120,
1644420962,0,-,121,
1644420962,0,-,122,
1644420962,0,-,123,
1644420962,0,-,124,
1644420962,0,-,125,
1644420962,0,-,126,
1644420962,0,-,127,
