,job585_scenario2_1171,job586_scenario2_1173,job587_scenario4_1174,
in27,0.09332000153313924,0.08137481290169929,0.21332912193487857,
B14,0.2715847684829865,0.2715847684829865,0.31021907598302656,
B11,0.1061508011127324,0.16981740562393088,0.3600273612052181,
cn12,0.023119166353591458,0.023119166353591458,0.12000912040173933,
B54,0.31021907598302656,0.24001824080347878,0.3600273612052181,
B51,0.08137481290169929,0.1061508011127324,0.16981740562393088,
os4,0.31021907598302656,0.3600273612052181,0.2715847684829865,
in4,0.07020083517954773,0.08137481290169929,0.5502373167865053,
B33,0.3600273612052181,0.43022819638476595,0.09332000153313924,
sh10,0.3600273612052181,0.43022819638476595,0.19020995558128712,
in22,0.049808285222191606,0.16981740562393088,0.0,
