,job769_scenario1_1671,job770_scenario0_1673,
in27,0.23665626016076208,0.1378740844053612,
B14,0.3207154146293168,0.19020995558128717,
B11,0.26557943019190733,0.1378740844053612,
cn12,0.1803137442702213,0.0,
B54,0.4020902275310162,0.22382546058116892,
B51,0.19020995558128717,0.30032286467196057,
os4,0.1803137442702213,0.0,
in4,0.250514579449769,0.1803137442702213,
B33,0.250514579449769,0.23665626016076208,
sh10,0.37052369985150846,0.5607336554327956,
in22,0.28208110712927675,0.2007062942275774,
