,job67_scenario2_124,job68_scenario0_125,job69_scenario0_127,
in27,0.2727829501705999,0.16014245512619207,0.15277382976886045,
B14,0.4629929057518871,0.2460938313019998,0.21247832630211805,
B11,0.30434947785010763,0.15277382976886045,0.15277382976886045,
cn12,0.20258211499105216,0.01890639007811412,0.0,
B54,0.4629929057518871,0.30434947785010763,0.2878478009127382,
B51,0.22297466494840829,0.2878478009127382,0.30434947785010763,
os4,0.39279207057233934,0.19322110213665322,0.23414864267055985,
in4,0.2460938313019998,0.20258211499105216,0.21247832630211805,
B33,0.4243585982518471,0.23414864267055985,0.23414864267055985,
sh10,0.5128011909740786,0.4243585982518471,0.5830020261536265,
in22,0.5128011909740786,0.2460938313019998,0.20258211499105216,
