,job582_scenario2_1166,job584_scenario0_1169,
in27,0.4098356464274098,0.3213930537051781,
B14,0.6498538872308885,0.3712013389273698,
B11,0.4800364816069576,0.297195151383002,
cn12,0.30489137676780875,0.1627496258033987,
B54,0.561411294508657,0.3959773271384029,
B51,0.3959773271384029,0.3959773271384029,
os4,0.8400638428121758,0.3396348112478621,
in4,0.4098356464274098,0.30489137676780875,
B33,0.7200547224104364,0.38314652755880974,
sh10,0.561411294508657,0.6498538872308885,
in22,0.24001824080347878,0.0,
