,job131_scenario1_271,job133_scenario2_275,
in27,0.30851382441007,0.11195480479028619,
B14,0.4156921452322162,0.24846560212939506,
B11,0.47394779178032415,0.08303163475914094,
cn12,0.2254821896509291,0.0,
B54,0.47394779178032415,0.19020995558128712,
B51,0.3539386713785847,0.11195480479028619,
os4,0.3539386713785847,0.4071090300311745,
in4,0.2837378361990369,0.04708166882595627,
B33,0.29568302483047687,0.4071090300311745,
sh10,0.752600340083843,0.33690819485162665,
in22,0.3539386713785847,0.4071090300311745,
