,job147_scenario0_298,job148_scenario1_299,
in27,0.2786525483035188,0.3858308691256651,
B14,0.33295813996031853,0.5640956360755124,
B11,0.3075757183346641,0.37388568049422516,
cn12,0.1620054085444962,0.33295813996031853,
B54,0.3858308691256651,0.6027299435755524,
B51,0.0,0.06366660451119854,
os4,0.3858308691256651,0.482720823173813,
in4,0.3627117027720736,0.3627117027720736,
B33,0.13386743969074633,0.1489322904328847,
sh10,0.6525382287977439,0.46232827321645675,
in22,0.3240773952720335,0.46232827321645675,
