,job259_scenario1_508,job260_scenario1_509,
in27,0.11195480479028619,0.07020083517954778,
B14,0.1284564817276556,0.19020995558128712,
B11,0.1284564817276556,0.1284564817276556,
cn12,0.0,0.017328106014201206,
B54,0.2870999096294351,0.21689907444988732,
B51,0.11195480479028619,0.11195480479028619,
os4,0.09688995404814787,0.14669823927033943,
in4,0.09688995404814787,0.07020083517954778,
B33,0.1284564817276556,0.11195480479028619,
sh10,0.19020995558128712,0.24846560212939506,
in22,0.11195480479028619,0.11195480479028619,
