,job189_scenario0_368,job190_scenario3_370,job191_scenario4_371,
in27,0.2736672309791902,0.4190542186626145,0.29904509826087505,
B14,0.35772638544774493,0.46886250388480605,0.4190542186626145,
B11,0.2736672309791902,0.4190542186626145,0.38041991116257445,
cn12,0.15365811057745082,0.3221642646144665,0.3221642646144665,
B54,0.09024781486637767,0.0,0.19020995558128723,
B51,0.45734295589212814,0.5390633390643539,0.4190542186626145,
os4,0.3808455518013365,0.4190542186626145,0.29904509826087505,
in4,0.3279728226359899,0.4190542186626145,0.5390633390643539,
B33,0.4225995214120749,0.3488533834830667,0.260410790760835,
sh10,0.6475529114734153,0.5390633390643539,0.29904509826087505,
in22,0.3689003631698965,0.46886250388480605,0.3488533834830667,
