,job302_scenario0_578,job303_scenario1_579,job304_scenario0_582,
in27,0.40862436541168407,0.5204760112511436,0.19020995558128717,
B14,0.447258672911724,0.6089186039733754,0.2400182408034789,
B11,0.4230607705895479,0.4889094835716359,0.21332912193487874,
cn12,0.2851866861841867,0.3762689885272281,0.0597044965332576,
B54,0.6059021008135035,0.6089186039733754,0.3102190759830266,
B51,0.22548218965092914,0.22849869281080093,0.0,
os4,0.447258672911724,0.47505116428262895,0.27158476848298657,
in4,0.43075699597435463,0.46222036470303585,0.21332912193487874,
B33,0.49706695813391566,0.47505116428262895,0.32528392672516493,
sh10,0.6290212671670949,0.6791194391529232,0.3804199111625744,
in22,0.5090121467653557,0.5204760112511436,0.2400182408034789,
