,job94_scenario3_195,job95_scenario1_197,job96_scenario4_198,
in27,0.39201952952348784,0.09332000153313924,0.2715847684829865,
B14,0.48890948357163583,0.21332912193487857,0.24001824080347878,
B11,0.5387177687938274,0.16981740562393088,0.16981740562393088,
cn12,0.33026605566985634,0.023119166353591458,0.15157564808124707,
B54,0.3485078132125402,0.16981740562393088,0.5502373167865053,
B51,0.48890948357163583,0.12000912040173933,0.19020995558128712,
os4,0.4187086483920881,0.15157564808124707,0.2715847684829865,
in4,0.5387177687938274,0.09332000153313924,0.5502373167865053,
B33,0.418708648392088,0.0,0.0,
sh10,0.4187086483920881,0.43022819638476595,0.21332912193487857,
in22,0.48890948357163583,0.13507397114387765,0.2715847684829865,
