,job289_scenario1_558,job290_scenario1_560,
in27,0.14249465763721958,0.05287272916534658,
B14,0.2856229443925504,0.12937013325613822,
B11,0.2421112280816028,0.09462669877608498,
cn12,0.1319983189909294,0.0,
B54,0.3438785909406584,0.23113749611519385,
B51,0.16561382399081115,0.05287272916534658,
os4,0.2421112280816028,0.12937013325613822,
in4,0.16561382399081115,0.09462669877608498,
B33,0.22386947053891892,0.05287272916534658,
sh10,0.3825128984406984,0.2697718036152339,
in22,0.2421112280816028,0.09462669877608498,
