RecordTimeStamp,SystemTick,AssignmentTick,JobId,WorkerId,JobArrivalTime,JobTime,FreeWorkersCount
1644417508,0,1,job0_scenario1_0,B54,0,5,6,
1644417508,10,11,job3_scenario1_9,B54,9,8,6,
1644417508,19,20,job6_scenario1_18,B54,18,6,6,
1644417509,26,27,job11_scenario0_26,B51,26,12,6,
1644417509,33,34,job13_scenario1_32,B54,32,6,5,
1644417509,38,39,job15_scenario4_34,B14,34,5,4,
1644417509,43,44,job18_scenario3_40,os4,40,5,5,
1644417509,48,49,job20_scenario3_47,os4,47,3,6,
1644417510,56,57,job21_scenario1_49,B54,49,5,6,
1644417510,61,62,job28_scenario1_61,B54,61,5,6,
1644417510,61,62,job27_scenario0_60,B51,60,13,5,
1644417510,62,63,job23_scenario1_54,B54,54,8,5,
1644417510,64,65,job14_scenario2_33,os4,33,3,4,
1644417510,71,72,job17_scenario2_37,os4,37,2,5,
1644417510,77,78,job36_scenario1_73,B54,73,5,6,
1644417510,80,81,job31_scenario0_67,B51,67,12,5,
1644417511,85,86,job37_scenario1_74,B54,74,8,5,
1644417511,87,88,job40_scenario3_82,os4,82,6,4,
1644417511,93,94,job44_scenario1_89,B54,89,3,5,
1644417511,94,95,job43_scenario4_88,B14,88,6,6,
1644417511,95,96,job48_scenario2_95,os4,95,2,5,
1644417511,97,98,job41_scenario1_86,B54,86,7,4,
1644417511,99,100,job47_scenario0_94,B51,94,10,4,
1644417511,102,103,job49_scenario4_96,B14,96,6,4,
1644417511,102,103,job52_scenario2_102,os4,102,5,3,
1644417511,104,105,job45_scenario1_91,B54,91,5,3,
1644417512,111,112,job55_scenario4_105,B14,105,4,6,
1644417512,113,114,job50_scenario1_99,B54,99,7,5,
1644417512,113,114,job54_scenario0_104,B51,104,7,4,
1644417512,117,118,job58_scenario3_111,os4,111,8,4,
1644417512,123,124,job56_scenario1_108,B54,108,8,5,
1644417512,126,127,job62_scenario0_123,B51,123,13,5,
1644417512,127,128,job64_scenario2_127,os4,127,2,4,
1644417513,139,140,job65_scenario0_128,os4,128,14,5,
1644417513,148,149,job67_scenario4_135,B14,135,3,5,
1644417513,151,152,job66_scenario1_133,B54,133,5,4,
1644417513,154,155,job60_scenario3_118,os4,118,1,5,
1644417514,156,157,job71_scenario1_142,B54,142,4,6,
1644417514,157,158,job81_scenario2_157,os4,157,1,6,
1644417514,158,159,job78_scenario0_152,B51,152,14,5,
1644417514,160,161,job70_scenario1_141,B54,141,3,5,
1644417514,161,162,job75_scenario4_148,B14,148,5,5,
1644417514,161,162,job83_scenario3_159,os4,159,5,4,
1644417514,162,163,job86_scenario1_162,B54,162,2,3,
1644417515,166,167,job87_scenario1_163,B54,163,5,3,
1644417515,167,168,job89_scenario3_166,os4,166,6,4,
1644417515,174,175,job84_scenario0_160,B51,160,11,6,
1644417515,176,177,job92_scenario3_171,os4,171,2,5,
1644417515,177,178,job80_scenario1_156,B54,156,8,4,
1644417516,187,188,job98_scenario0_185,B51,185,11,6,
1644417516,195,196,job93_scenario1_172,B54,172,5,5,
1644417517,202,203,job103_scenario0_199,B51,199,13,6,
1644417517,202,203,job95_scenario3_175,os4,175,1,5,
1644417517,203,204,job101_scenario3_195,os4,195,6,5,
1644417517,204,205,job96_scenario1_180,B54,180,4,5,
1644417517,206,207,job109_scenario2_206,os4,206,3,4,
1644417517,213,214,job100_scenario0_194,os4,194,16,5,
1644417518,226,227,job104_scenario1_200,B54,200,1,5,
1644417518,227,228,job102_scenario0_198,B51,198,8,4,
1644417518,230,231,job106_scenario1_203,B54,203,5,5,
1644417519,240,241,job123_scenario2_233,os4,233,2,6,
1644417519,244,245,job124_scenario1_238,B54,238,6,6,
1644417520,246,247,job112_scenario2_211,os4,211,1,5,
1644417520,249,250,job129_scenario0_247,B51,247,14,5,
1644417520,251,252,job120_scenario1_226,B54,226,6,5,
1644417520,254,255,job126_scenario3_240,os4,240,7,4,
1644417521,255,256,job125_scenario1_239,B14,239,7,3,
1644417522,264,265,job121_scenario4_227,B14,227,4,6,
1644417522,269,270,job130_scenario2_248,os4,248,2,6,
1644417523,273,274,job133_scenario2_254,os4,254,4,6,
1644417524,277,278,job142_scenario0_273,B51,273,9,5,
1644417524,282,283,job145_scenario1_279,B14,279,7,5,
1644417525,285,286,job144_scenario2_278,os4,278,2,4,
1644417525,287,288,job140_scenario3_269,os4,269,4,5,
1644417526,290,291,job132_scenario0_251,B51,251,15,6,
1644417526,292,293,job139_scenario1_268,B54,268,4,5,
1644417529,307,308,job138_scenario2_267,os4,267,4,6,
1644417529,311,312,job163_scenario0_310,B51,310,14,5,
1644417530,311,312,job160_scenario2_307,os4,307,6,5,
1644417530,312,313,job143_scenario1_274,B54,274,5,5,
1644417530,312,313,job162_scenario3_309,os4,309,5,4,
1644417532,318,319,job167_scenario2_316,os4,316,2,5,
1644417533,322,323,job165_scenario4_313,B14,313,4,5,
1644417533,322,323,job152_scenario2_296,os4,296,1,4,
1644417534,324,325,job148_scenario3_288,os4,288,5,4,
1644417536,329,330,job175_scenario0_329,B51,329,11,5,
1644417536,329,330,job157_scenario2_304,os4,304,2,5,
1644417536,330,331,job150_scenario4_291,B14,291,5,5,
1644417537,333,334,job158_scenario1_305,B54,305,6,4,
1644417538,334,335,job174_scenario2_327,os4,327,2,3,
1644417539,340,341,job177_scenario1_332,B54,332,4,5,
1644417539,340,341,job172_scenario2_324,os4,324,3,4,
1644417542,348,349,job161_scenario0_308,B51,308,10,6,
1644417542,350,351,job164_scenario3_312,os4,312,3,5,
1644417544,354,355,job166_scenario4_314,B14,314,9,5,
1644417544,354,355,job171_scenario1_322,B54,322,5,4,
1644417544,355,356,job186_scenario0_345,os4,345,18,3,
1644417547,364,365,job192_scenario1_356,B54,356,1,5,
1644417547,365,366,job178_scenario1_333,B54,333,4,5,
1644417548,369,370,job179_scenario1_334,B14,334,6,5,
1644417548,369,370,job183_scenario1_340,B54,340,6,4,
1644417550,374,375,job180_scenario2_335,os4,335,1,5,
1644417551,377,378,job193_scenario1_357,B54,357,7,6,
1644417553,383,384,job188_scenario3_347,os4,347,9,5,
1644417554,386,387,job202_scenario4_372,B14,372,6,5,
1644417554,389,390,job191_scenario1_355,B54,355,9,4,
1644417557,399,400,job201_scenario1_371,B54,371,4,6,
1644417557,399,400,job197_scenario0_362,B51,362,10,5,
1644417559,404,405,job204_scenario1_374,B54,374,7,5,
1644417560,408,409,job207_scenario4_381,B14,381,6,4,
1644417560,408,409,job214_scenario2_396,os4,396,2,3,
1644417561,411,412,job215_scenario3_398,os4,398,5,4,
1644417562,415,416,job211_scenario0_391,B51,391,14,5,
1644417563,418,419,job220_scenario0_406,os4,406,19,5,
1644417564,423,424,job216_scenario1_400,B54,400,4,4,
1644417567,436,437,job221_scenario1_407,B54,407,5,5,
1644417568,437,438,job235_scenario2_435,os4,435,5,5,
1644417568,439,440,job230_scenario0_426,os4,426,18,5,
1644417569,443,444,job225_scenario2_415,os4,415,1,6,
1644417570,444,445,job223_scenario1_411,B54,411,6,5,
1644417571,449,450,job239_scenario3_445,os4,445,5,5,
1644417573,457,458,job245_scenario2_457,os4,457,5,6,
1644417574,458,459,job228_scenario0_423,B14,423,17,6,
1644417575,464,465,job229_scenario2_424,os4,424,1,5,
1644417577,470,471,job236_scenario2_436,os4,436,3,5,
1644417578,474,475,job253_scenario3_472,os4,472,7,5,
1644417582,490,491,job264_scenario2_488,os4,488,3,6,
1644417583,494,495,job265_scenario0_489,B14,489,18,6,
1644417584,498,499,job247_scenario1_463,B54,463,4,5,
1644417585,498,499,job248_scenario3_464,os4,464,5,4,
1644417585,500,501,job250_scenario0_467,B51,467,12,3,
1644417588,509,510,job274_scenario2_508,os4,508,3,4,
1644417588,510,511,job255_scenario1_474,B54,474,6,3,
1644417589,512,513,job263_scenario2_486,os4,486,5,3,
1644417589,513,514,job272_scenario4_502,B14,502,7,5,
1644417590,517,518,job259_scenario1_480,B54,480,7,5,
1644417591,521,522,job269_scenario3_494,os4,494,4,5,
1644417594,530,531,job267_scenario3_491,os4,491,5,6,
1644417594,531,532,job270_scenario1_499,B54,499,3,5,
