,job87_scenario1_163,job91_scenario0_168,
in27,0.5600506028751931,0.14669823927033965,
B14,0.6800597232769325,0.240018240803479,
B11,0.5435489259378237,0.13963045944980745,
cn12,0.3757102454268248,0.0,
B54,0.9587122715804515,0.31651564489427064,
B51,0.3382741196143983,0.07649740409079198,
os4,0.6800597232769325,0.1782647669498474,
in4,0.5146257559066785,0.16176309001247802,
B33,0.5017949563270854,0.21689907444988749,
sh10,0.43159412114753753,0.16981740562393122,
in22,0.5146257559066785,0.21689907444988749,
