,job256_scenario4_475,job264_scenario2_488,
in27,0.6144693605606796,0.10038778135367155,
B14,0.734478480962419,0.2786525483035188,
B11,0.695844173462379,0.1132185809332647,
cn12,0.637588526914271,0.0,
B54,0.7842867661846106,0.15864342790177938,
B51,0.637588526914271,0.03863430750003993,
os4,0.734478480962419,0.24708602062401108,
in4,0.695844173462379,0.1132185809332647,
B33,0.6144693605606796,0.22039690175541088,
sh10,0.5940768106033234,0.3670951410257504,
in22,0.7842867661846106,0.2786525483035188,
