,job254_scenario2_473,job256_scenario4_475,job258_scenario1_477,
in27,0.36055616079480673,0.30295105040675163,0.09332000153313924,
B14,0.4655004304544078,0.30295105040675163,0.07020083517954773,
B11,0.36055616079480673,0.3843258633084511,0.09332000153313924,
cn12,0.2570487173304367,0.3260702167603431,0.023119166353591458,
B54,0.46550043045440787,0.4727684560306826,0.31021907598302656,
B51,0.2956830248304768,0.3260702167603431,0.15157564808124707,
os4,0.5855095508561472,0.4229601708084911,0.31021907598302656,
in4,0.36055616079480673,0.3843258633084511,0.09332000153313924,
B33,0.2956830248304768,0.18294193000501224,0.0,
sh10,0.7757195064374345,0.28255850044939546,0.2715847684829865,
in22,0.5357012656339556,0.4727684560306826,0.43022819638476595,
