,job87_scenario1_163,job90_scenario0_167,
in27,0.5268205209456708,0.1426949033929623,
B14,0.6468296413474102,0.2311374961151939,
B11,0.5103188440083013,0.18132921089300225,
cn12,0.3424801634973024,0.0,
B54,0.9254821896509291,0.255913484326227,
B51,0.2552357524626842,0.06132009049126286,
os4,0.6468296413474102,0.2311374961151939,
in4,0.4813956739771561,0.24308268474663386,
B33,0.46856487439756295,0.255913484326227,
sh10,0.5885739947993023,0.4599817591965212,
in22,0.4813956739771561,0.19957096843568622,
