,job163_scenario0_310,job164_scenario3_312,
in27,0.10494426965960102,0.34105655831720316,
B14,0.1751451048391488,0.2006548879581075,
B11,0.18402584952743384,0.24416660426905518,
cn12,0.0,0.2006548879581075,
B54,0.2249533900613404,0.15084660273591594,
B51,0.12972025787063413,0.2708557231376553,
os4,0.21377941233918885,0.3908648435393947,
in4,0.18402584952743384,0.24416660426905518,
B33,0.24972937827237351,0.24416660426905518,
sh10,0.6938158939461465,0.2708557231376554,
in22,0.21377941233918885,0.18241313041542367,
