,job491_scenario2_968,job492_scenario3_969,
in27,0.19020995558128723,0.19020995558128723,
B14,0.13195430903317928,0.22884426308132724,
B11,0.0,0.46886250388480605,
cn12,0.011945188631439951,0.1586434279017795,
B54,0.1586434279017795,0.22884426308132724,
B51,0.05369915824217836,0.19020995558128723,
os4,0.22884426308132724,0.0884425927222316,
in4,0.024775988211033106,0.19020995558128723,
B33,0.19020995558128723,0.2786525483035188,
sh10,0.22884426308132724,0.22884426308132724,
in22,0.1586434279017795,0.2786525483035188,
