,job25_scenario1_56,job28_scenario1_61,
in27,0.46217411303612427,0.2351408319925712,
B14,0.42042014342538586,0.2786525483035189,
B11,0.44710926229398595,0.18533254677037964,
cn12,0.3769084271144382,0.15864342790177954,
B54,0.5986849103752332,0.3369081948516268,
B51,0.42042014342538586,0.20039739751251795,
os4,0.5173100974735337,0.37554250235166686,
in4,0.5173100974735337,0.13552426154818803,
B33,0.42042014342538586,0.20039739751251795,
sh10,0.21826499921265868,0.0,
in22,0.5173100974735337,0.20039739751251795,
