,job185_scenario2_343,job186_scenario0_345,
in27,0.4334565094547813,0.0977407496809084,
B14,0.45657567580837277,0.22382546058116892,
B11,0.3493973549862266,0.15362462540162114,
cn12,0.3783205250173719,0.0,
B54,0.5148313223564808,0.250514579449769,
B51,0.29305483909568586,0.34383458098290826,
os4,0.5534656298565208,0.1803137442702213,
in4,0.3365665554066335,0.1378740844053612,
B33,0.5148313223564808,0.30032286467196057,
sh10,0.5534656298565208,0.4020902275310162,
in22,0.6032739150787123,0.17095273141582235,
