,job374_scenario2_717,job375_scenario3_719,
in27,0.020392549957356065,0.19747798115756193,
B14,0.2604107907608349,0.027660575533630938,
B11,0.056342515890540734,0.14766969593537035,
cn12,0.0,0.0774688607558226,
B54,0.08526568592168604,0.050779741887222396,
B51,0.12000912040173928,0.26767881633710977,
os4,0.5004290315643137,0.26767881633710977,
in4,0.020392549957356065,0.007268025576274706,
B33,0.31021907598302645,0.0774688607558226,
sh10,0.16352083671268694,0.26767881633710977,
in22,0.2604107907608349,0.050779741887222396,
