,job84_scenario0_160,job85_scenario1_161,job86_scenario1_162,
in27,0.1270769002222717,0.10765580692994647,0.08453664057635496,
B14,0.2786525483035188,0.14940977654068488,0.4445640017815732,
B11,0.15019606657586326,0.09571061829850652,0.14940977654068488,
cn12,0.0,0.06414409061899884,0.04590233307631486,
B54,0.24708602062401108,0.4445640017815732,0.4445640017815732,
B51,0.22039690175541105,0.10765580692994647,0.12048660650953963,
os4,0.22039690175541105,0.14940977654068488,0.254354046200286,
in4,0.13444552557960332,0.06414409061899884,0.06414409061899884,
B33,0.1867813967555293,0.09571061829850652,0.12048660650953963,
sh10,0.3670951410257506,0.28592057387979375,0.37436316660202534,
in22,0.31728685580355886,0.18415321102073812,0.18415321102073812,
