,job809_scenario0_1906,job810_scenario3_1907,
in27,0.1869736639189472,0.6874026954832609,
B14,0.16873190637626323,0.6874026954832609,
B11,0.10440066932963432,0.44738445467978216,
cn12,0.0,0.3504945006316342,
B54,0.243316179809488,0.3273753342780427,
B51,0.1869736639189472,0.3771836195002344,
os4,0.2185401915984549,0.5673935750815216,
in4,0.23048538022989484,0.2887410267780027,
B33,0.16873190637626323,0.3069827843206865,
sh10,0.4971927399019737,0.27223934984063325,
in22,0.20736621387630333,0.3273753342780427,
