,job739_scenario0_1666,job741_scenario1_1669,
in27,0.10668435026491552,0.14785868514806094,
B14,0.22039690175541105,0.16825123510541715,
B11,0.15019606657586326,0.14785868514806094,
cn12,0.0,0.03774577605738755,
B54,0.3404060221571504,0.40826947590889595,
B51,0.1867813967555293,0.16825123510541715,
os4,0.16752417259006447,0.16825123510541715,
in4,0.15864342790177943,0.0841920806368624,
B33,0.2084517131239711,0.0841920806368624,
sh10,0.5573050966070378,0.1913704014590086,
in22,0.24708602062401114,0.16825123510541715,
