,job119_scenario1_225,job121_scenario4_227,
in27,0.10156711710331301,0.08844259272223165,
B14,0.24469540385864386,0.08844259272223165,
B11,0.2215762375050524,0.10883514267958785,
cn12,0.06293280960327291,0.22884426308132727,
B54,0.3415853579067918,0.4688625038848061,
B51,0.24469540385864386,0.10883514267958785,
os4,0.16644025306764293,0.08844259272223165,
in4,0.18294193000501235,0.34885338348306666,
B33,0.20118368754769617,0.0,
sh10,0.3913936431289834,0.15864342790177952,
in22,0.3913936431289834,0.19020995558128725,
