,job104_scenario1_200,job105_scenario0_202,
in27,0.4886636995534309,0.24937925365787772,
B14,0.6225311392441774,0.31021907598302667,
B11,0.5340885465219456,0.24937925365787772,
cn12,0.4140794261202062,0.14619273069848582,
B54,0.4323211836628902,0.0,
B51,0.22386947053891904,0.0946266987760851,
os4,0.4758328999738378,0.3511466165169333,
in4,0.4758328999738378,0.2771404289725655,
B33,0.5523303040646295,0.3759226047279664,
sh10,0.5958420203755771,0.5097900444187128,
in22,0.5727228540219856,0.4395892092391649,
