,job538_scenario1_1085,job539_scenario2_1087,
in27,0.09348387065999975,0.07536947461062016,
B14,0.15918739940493942,0.25051457944976907,
B11,0.10284488351439869,0.21188027194972903,
cn12,0.11274109482546457,0.0,
B54,0.24324655387349417,0.1101129090906734,
B51,0.08460312597171471,0.046446304579474906,
os4,0.14635659982534632,0.3003228646719606,
in4,0.14635659982534632,0.060304623868481844,
B33,0.29305483909568586,0.046446304579474906,
sh10,0.41306395949742514,0.37052369985150846,
in22,0.15918739940493942,0.3003228646719606,
