,job354_scenario1_665,job355_scenario0_666,job356_scenario2_668,
in27,0.3030576268696593,0.16310212656214684,0.12436721928105005,
B14,0.7719201307544654,0.26188430231754767,0.31457717486233727,
B11,0.39150021959189096,0.13534095124745904,0.13631240791249,
cn12,0.2714910991901517,0.0,0.11319324155889848,
B54,0.4932675824509466,0.2757426216065546,0.23320236196063787,
B51,0.3732584620492071,0.3255509068287462,0.1780663775232284,
os4,0.39150021959189096,0.24905350273795457,0.28301064718282953,
in4,0.23674766471009834,0.17079835194695359,0.1630015267810901,
B33,0.3278336150806924,0.24905350273795457,0.5932297231658561,
sh10,0.41189276954924714,0.42731826968780184,0.5932297231658561,
in22,0.39150021959189096,0.20554178642700693,0.4732206027641167,
