,job106_scenario1_203,job108_scenario1_205,job110_scenario2_207,
in27,0.5806321420452396,0.538091882399323,0.3755425023516668,
B14,0.6010246920025959,0.4496492896770913,0.42535078757385847,
B11,0.6508329772247876,0.4331476127397219,0.27865254830351893,
cn12,0.5169655375340412,0.2842153223068372,0.20039739751251795,
B54,0.9610520532078142,0.6082927175788708,0.4569173152533662,
B51,0.5308238568230481,0.4331476127397219,0.39866166870525827,
os4,0.25217130851952924,0.17099674137357246,0.0,
in4,0.4810155716008565,0.46789104721977515,0.266707359672079,
B33,0.4810155716008565,0.4331476127397219,0.49555162275340625,
sh10,0.8410429328060747,0.7283018379806102,0.3755425023516668,
in22,0.21353700101948925,0.18923849891625633,0.09688995404814793,
