,job529_scenario0_1061,job530_scenario4_1062,job531_scenario2_1063,
in27,0.20606109635860392,0.260410790760835,0.16352083671268713,
B14,0.2890927311177448,0.22177648326079497,0.28352995711442647,
B11,0.22338920237280513,0.3417856036625344,0.20527480632342554,
cn12,0.03624369073467271,0.28352995711442647,0.1200091204017395,
B54,0.23275021522720407,0.5004290315643138,0.24001824080347878,
B51,0.30295105040675174,0.22177648326079497,0.5004290315643138,
os4,0.22338920237280513,0.430228196384766,0.3417856036625344,
in4,0.22338920237280513,0.430228196384766,0.15157564808124718,
B33,0.07799766034541133,0.0,0.38041991116257445,
sh10,0.7331792467915178,0.5004290315643138,0.3417856036625344,
in22,0.2890927311177448,0.20527480632342554,0.31021907598302667,
