,job354_scenario1_665,job355_scenario0_666,job357_scenario4_669,
in27,0.2839000961688344,0.16310212656214684,0.5272804104027113,
B14,0.7527626000536405,0.26188430231754767,0.21706133441968478,
B11,0.372342688891066,0.13534095124745904,0.40727129000097195,
cn12,0.2523335684893267,0.0,0.07036309514934525,
B54,0.4741100517501216,0.2757426216065546,0.24862786209919252,
B51,0.35410093134838216,0.3255509068287462,0.3370704548214241,
os4,0.372342688891066,0.24905350273795457,0.1468604992401369,
in4,0.21759013400927335,0.17079835194695359,0.3370704548214241,
B33,0.3086760843798675,0.24905350273795457,0.09705221401794534,
sh10,0.3927352388484222,0.42731826968780184,0.12861874169745308,
in22,0.372342688891066,0.20554178642700693,0.24862786209919252,
