,job629_scenario0_1318,job630_scenario3_1321,
in27,0.12357907291674808,0.09646431340938594,
B14,0.20495388581844742,0.15821778726301744,
B11,0.13864392365888645,0.11470607095206975,
cn12,0.0,0.13509862090942598,
B54,0.19377990809629586,0.13509862090942598,
B51,0.18328356945000568,0.18490690613161764,
os4,0.21689907444988743,0.3751168617129048,
in4,0.1309476982740797,0.4951259821146442,
B33,0.18328356945000568,0.18490690613161764,
sh10,0.2751547209979952,0.2551077413111654,
in22,0.25865304406062584,0.13509862090942598,
