,job203_scenario1_394,job204_scenario0_399,
in27,0.19377990809629592,0.1309476982740797,
B14,0.25865304406062584,0.21689907444988743,
B11,0.18328356945000568,0.1733873581389398,
cn12,0.12357907291674808,0.0,
B54,0.6738163897032535,0.24358819331848752,
B51,0.27515472099799526,0.24358819331848752,
os4,0.24358819331848752,0.18328356945000568,
in4,0.19377990809629592,0.1309476982740797,
B33,0.25865304406062584,0.21689907444988743,
sh10,0.33690819485162676,0.3951638413997347,
in22,0.22972987402948059,0.21689907444988743,
