,job985_scenario0_2527,job986_scenario1_2529,
in27,0.13651079733910887,0.29515422524088825,
B14,0.20328307369289866,0.29515422524088825,
B11,0.14357857715964106,0.2786525483035188,
cn12,0.0,0.18402584952743384,
B54,0.2635876975613805,0.45379765314266773,
B51,0.35690769909451975,0.3337885327409283,
os4,0.13651079733910887,0.35690769909451975,
in4,0.15864342790177943,0.20328307369289866,
B33,0.31339598278357206,0.2137794123391889,
sh10,0.31339598278357206,0.31339598278357206,
in22,0.1751451048391488,0.22495339006134046,
