,job546_scenario2_1119,job548_scenario2_1121,
in27,0.1284564817276556,0.09688995404814787,
B14,0.24846560212939506,0.4071090300311745,
B11,0.16709078922769566,0.1284564817276556,
cn12,0.0,0.00844736132591617,
B54,0.33690819485162665,0.24846560212939506,
B51,0.1284564817276556,0.05825564654810783,
os4,0.21689907444988732,0.33690819485162665,
in4,0.04708166882595627,0.14669823927033943,
B33,0.19020995558128712,0.2870999096294351,
sh10,0.09688995404814787,0.16709078922769566,
in22,0.2870999096294351,0.4071090300311745,
