,job24_scenario1_57,job26_scenario0_59,job27_scenario3_61,
in27,0.29515422524088825,0.1751451048391488,0.3884742267740275,
B14,0.26846510637228815,0.18251373019648043,0.6053733012239149,
B11,0.06630996215956098,0.0,0.5351724660443671,
cn12,0.22495339006134052,0.041277665148402476,0.22495339006134052,
B54,0.19826427119274037,0.1751451048391489,0.07825515079100087,
B51,0.326720752920396,0.26846510637228815,0.4151633456426277,
os4,0.4151633456426277,0.21559237720694158,0.44672987332213543,
in4,0.31021907598302656,0.24534594001869664,0.6053733012239149,
B33,0.44672987332213543,0.22495339006134052,0.6053733012239149,
sh10,0.44672987332213543,0.4151633456426277,0.44672987332213543,
in22,0.29515422524088825,0.2565199177408482,0.7253824216256543,
