,job816_scenario2_1917,job818_scenario0_1920,job820_scenario3_1923,
in27,0.34496251046307985,0.19826427119274026,0.6551815864461065,
B14,0.4649716308648193,0.2654006624291332,0.41516334564262763,
B11,0.4382825119962191,0.23232201541867203,0.6551815864461065,
cn12,0.24807255641493198,0.0751907068478459,0.36002736120521817,
B54,0.6551815864461065,0.29515422524088825,0.4649716308648193,
B51,0.05513598443740941,0.0,0.07825515079100087,
os4,0.6551815864461065,0.3063282029630398,0.5351724660443671,
in4,0.34496251046307985,0.34496251046307985,0.49653815854432704,
B33,0.6551815864461065,0.36002736120521817,0.5351724660443671,
sh10,0.5849807512665586,0.5849807512665586,0.4649716308648193,
in22,0.5351724660443671,0.3063282029630398,0.5351724660443671,
