,job269_scenario1_526,job270_scenario0_528,
in27,0.15681127786442828,0.056059381628153715,
B14,0.3563822463001144,0.1760685020298931,
B11,0.30657396107792273,0.12373263085396713,
cn12,0.12373263085396713,0.0,
B54,0.5465922018814016,0.18656484067618334,
B51,0.4265830814796622,0.30657396107792273,
os4,0.3296931274315142,0.25143797664051326,
in4,0.23637312589837495,0.1163640054966355,
B33,0.25143797664051326,0.1760685020298931,
sh10,0.30657396107792273,0.4763913667018537,
in22,0.3296931274315142,0.222514806609368,
