,job576_scenario1_1200,job578_scenario0_1204,job580_scenario2_1207,
in27,0.39236509979401435,0.32216426461446657,0.3587495947941326,
B14,0.6092641742439017,0.32216426461446657,0.5706298667438616,
B11,0.4506207463421222,0.3488533834830667,0.3804199111625744,
cn12,0.3587495947941326,0.1492824150473805,0.33061162594038274,
B54,0.5123742201957537,0.3804199111625744,0.5706298667438616,
B51,0.468862503884806,0.468862503884806,0.36924593344042284,
os4,0.4051958993736075,0.3488533834830667,0.6590724594660933,
in4,0.4506207463421222,0.32216426461446657,0.43411906940475276,
B33,0.0,0.0,0.0536991582421783,
sh10,0.6092641742439017,0.5706298667438616,0.5706298667438616,
in22,0.5123742201957537,0.468862503884806,0.6590724594660933,
