,job220_scenario0_430,job221_scenario0_431,
in27,0.020392549957356065,0.0,
B14,0.38041991116257434,0.423931627473522,
B11,0.31021907598302645,0.3039225070717825,
cn12,0.18703304878074156,0.17783779617152218,
B54,0.45062074634212207,0.45062074634212207,
B51,0.411986438842082,0.423931627473522,
os4,0.36217815361989036,0.43676242705311513,
in4,0.36217815361989036,0.38041991116257434,
B33,0.43676242705311513,0.45062074634212207,
sh10,0.6906389871456009,0.5208215815216699,
in22,0.45062074634212207,0.38041991116257434,
