,job300_scenario0_574,job301_scenario0_576,
in27,0.10110273032362516,0.09523313219070628,
B14,0.21524225259244573,0.24001824080347883,
B11,0.1569866060443379,0.13386743969074633,
cn12,0.0,0.017503434194110823,
B54,0.19357193622400393,0.24001824080347883,
B51,0.24001824080347883,0.3738856804942252,
os4,0.3036848453146773,0.18367572491293804,
in4,0.1743147120585391,0.16543396737025406,
B33,0.24001824080347883,0.2689414108346241,
sh10,0.444086515673773,0.347196561625625,
in22,0.22718744122388568,0.2689414108346241,
