RecordTimeStamp,CurrentSystemTick,JobsId,WorkerId,ArrivalTime,AssignTime,Reason
1644420642,3,job0_scenario3_0,B11,0,3,Zt_prime=0,
1644420642,3,job1_scenario1_3,B54,3,3,Zt_prime=0,
1644420642,8,job2_scenario2_7,B33,7,8,Zt_prime=0,
1644420642,18,job6_scenario0_16,B51,16,18,worker_is_unavailable,
1644420642,18,job7_scenario2_17,B33,17,18,Zt_prime=0,
1644420642,19,job5_scenario0_13,B51,13,19,worker_is_unavailable,
1644420642,22,job9_scenario4_20,os4,20,22,Zt_prime=0,
1644420642,27,job10_scenario1_21,B54,21,27,worker_is_unavailable,
1644420643,32,job13_scenario4_30,os4,30,32,worker_is_unavailable,
1644420643,33,job14_scenario4_31,os4,31,33,worker_is_unavailable,
1644420643,37,job15_scenario4_35,os4,35,37,Zt_prime=0,
1644420643,52,job25_scenario2_52,B33,52,52,Zt_prime=0,
1644420643,53,job26_scenario2_53,B33,53,53,Zt_prime=0,
1644420643,56,job28_scenario2_56,B33,56,56,Zt_prime=0,
1644420644,84,job35_scenario1_72,B54,72,84,worker_is_unavailable,
1644420644,85,job43_scenario1_85,B14,85,85,worker_is_unavailable,
1644420644,86,job37_scenario1_74,B54,74,86,worker_is_unavailable,
1644420645,97,job36_scenario0_73,B51,73,97,worker_is_unavailable,
1644420645,101,job49_scenario3_99,B11,99,101,Zt_prime=0,
1644420645,108,job53_scenario4_105,os4,105,108,Zt_prime=0,
1644420645,110,job55_scenario2_108,B33,108,110,Zt_prime=0,
1644420645,113,job48_scenario1_98,B54,98,113,worker_is_unavailable,
1644420645,114,job60_scenario0_114,B51,114,114,worker_is_unavailable,
1644420645,115,job38_scenario1_77,B54,77,115,worker_is_unavailable,
1644420646,117,job61_scenario2_115,B33,115,117,worker_is_unavailable,
1644420646,121,job47_scenario0_91,B51,91,121,worker_is_unavailable,
1644420646,122,job44_scenario2_87,B33,87,122,Zt_prime=0,
1644420646,122,job52_scenario2_102,B33,102,122,other_job_from_Ati_was_chosen,
1644420646,124,job67_scenario2_124,B33,124,124,worker_is_unavailable,
1644420646,125,job64_scenario3_120,B11,120,125,Zt_prime=0,
1644420646,127,job65_scenario3_122,B11,122,127,Zt_prime=0,
1644420646,131,job70_scenario0_128,B51,128,131,worker_is_unavailable,
1644420647,142,job77_scenario1_142,B14,142,142,worker_is_unavailable,
1644420647,154,job71_scenario1_129,B54,129,154,Zt_prime=0,
1644420647,164,job78_scenario1_144,B54,144,164,Zt_prime=0,
1644420648,166,job85_scenario2_166,B33,166,166,Zt_prime=0,
1644420648,170,job82_scenario1_158,B14,158,170,Zt_prime=0,
1644420648,173,job73_scenario0_134,B51,134,173,worker_is_unavailable,
1644420648,176,job86_scenario3_171,B11,171,176,Zt_prime=0,
