,job73_scenario1_146,job76_scenario1_150,job77_scenario2_151,
in27,0.341338563557553,0.05287272916534658,0.06570352874493973,
B14,0.5813568043610318,0.12937013325613822,0.2697718036152339,
B11,0.5315485191388402,0.06570352874493973,0.12937013325613822,
cn12,0.2617767155236063,0.0,0.019257224165464826,
B54,0.46134768395929243,0.12937013325613822,0.2697718036152339,
B51,0.341338563557553,0.05287272916534658,0.05287272916534658,
os4,0.3729050912370607,0.06570352874493973,0.3897809240169733,
in4,0.341338563557553,0.040927540533906626,0.029753562811755063,
B33,0.3146494446889529,0.07956184803394667,0.5097900444187127,
sh10,0.6515576395405795,0.3897809240169733,0.2697718036152339,
in22,0.341338563557553,0.09462669877608498,0.31958008883742545,
