,job82_scenario1_158,job84_scenario0_160,job85_scenario1_161,
in27,0.5990223926623093,0.25051457944976896,0.42033198507369995,
B14,0.4790132722605699,0.22382546058116892,0.30032286467196057,
B11,0.5492141074401177,0.2578832048071006,0.5607336554327956,
cn12,0.4889094835716359,0.11334920075301347,0.29096185181756173,
B54,0.7007897555213649,0.33188939235146836,0.46384370138464764,
B51,0.5105797999400776,0.35666538056250147,0.35666538056250147,
os4,0.6194149426196655,0.35666538056250147,0.4407245350310562,
in4,0.5807806351196254,0.2820811071292767,0.2820811071292767,
B33,0.2389950314570911,0.06030462386848179,0.0,
sh10,0.6692232278418572,0.5220993479327556,0.680742775834535,
in22,0.564278958182256,0.3438345809829083,0.49053282025324785,
