,job890_scenario4_2231,job891_scenario4_2233,
in27,0.1581659417939792,0.10717832082214618,
B14,0.27817506219571864,0.08405915446855472,
B11,0.21991941564761072,0.16543396737025412,
cn12,0.19680024929401926,0.08405915446855472,
B54,0.24660853451621093,0.20406827487029414,
B51,0.24660853451621093,0.2538765600924857,
os4,0.3666176549179503,0.13386743969074638,
in4,0.27817506219571864,0.32407739527203355,
B33,0.07679112889227985,0.0,
sh10,0.27817506219571864,0.045424846968514676,
in22,0.17640769933666306,0.08405915446855472,
