,job57_scenario2_110,job58_scenario3_111,
in27,0.27631276667615606,0.3333382423366181,
B14,0.34651360185570385,0.3102190759830266,
B11,0.3261210518983476,0.391593888884726,
cn12,0.22650448145396446,0.3102190759830266,
B54,0.05941369222626869,0.0,
B51,0.22650448145396446,0.5502373167865054,
os4,0.7065409630609221,0.5502373167865054,
in4,0.2624544473871491,0.43022819638476606,
B33,0.42788841475740325,0.2898265260256704,
sh10,0.39632188707789545,0.3600273612052182,
in22,0.5865318426591827,0.391593888884726,
