,job105_scenario0_202,job107_scenario0_204,job108_scenario1_205,
in27,0.5403745906512691,0.3616841830626598,0.48169330346439926,
B14,0.21527573776827535,0.0,0.1670907892276957,
B11,0.32927951987893567,0.13552426154818797,0.37554250235166686,
cn12,0.42036547024952975,0.24167506266092043,0.4159897747194595,
B54,0.6603837110530085,0.4457433375312146,0.5888716242865455,
B51,0.47017375547172136,0.2786525483035188,0.32040651791425734,
os4,0.6139374064735337,0.4457433375312146,0.5106164734955445,
in4,0.6040411951624678,0.3906073530938051,0.4688625038848061,
B33,0.6356077228419754,0.45691731525336615,0.45691731525336615,
sh10,0.8644519859233026,0.8057706987364328,0.6471272708346534,
in22,0.6475529114734154,0.45691731525336615,0.48169330346439926,
