,job635_scenario0_1335,job636_scenario0_1336,
in27,0.13963045944980745,0.12630568931298347,
B14,0.18714551163813242,0.18714551163813242,
B11,0.15406686462767127,0.16176309001247802,
cn12,0.0,0.0031196621106985845,
B54,0.25284904038307215,0.2667073596720791,
B51,0.21689907444988749,0.240018240803479,
os4,0.240018240803479,0.20640273580359725,
in4,0.20640273580359725,0.16981740562393122,
B33,0.240018240803479,0.21689907444988749,
sh10,0.4182830077533263,0.4569173152533663,
in22,0.25284904038307215,0.19650652449253136,
