,job224_scenario1_413,job225_scenario2_415,
in27,0.40645849387112176,0.2786525483035189,
B14,0.40645849387112176,0.5186707891069977,
B11,0.0962394178880952,0.0,
cn12,0.2945036890808356,0.1990907002695722,
B54,0.5816035987102706,0.34885338348306666,
B51,0.441201928351175,0.2519634294349188,
os4,0.42296017080849113,0.5888716242865455,
in4,0.3310890192605016,0.26479422901451194,
B33,0.4615944783085312,0.4688625038848061,
sh10,0.6314118839324622,0.4688625038848061,
in22,0.37753532383997646,0.5888716242865455,
