,job254_scenario2_473,job256_scenario4_475,job259_scenario1_480,
in27,0.4365133878781704,0.4000275934680296,0.12000912040173944,
B14,0.47514769537821044,0.5902375490493168,0.27865254830351893,
B11,0.420011710940801,0.47022842864757747,0.12000912040173944,
cn12,0.325385012164716,0.38178583592534576,0.0,
B54,0.6449651010021414,0.5902375490493168,0.20845171312397115,
B51,0.40494686019866266,0.6604383842288646,0.0884425927222317,
os4,0.8351750565834286,0.44353930977897726,0.18176259425537095,
in4,0.3910885409096557,0.5017949563270852,0.028137968853749862,
B33,0.5565225082799099,0.2899146843773562,0.04980828522219166,
sh10,0.524955980600402,0.311585000745798,0.04980828522219166,
in22,0.5565225082799099,0.44353930977897726,0.12000912040173944,
