,job643_scenario0_1357,job644_scenario2_1358,job647_scenario4_1363,
in27,0.3975823035268063,0.4879366370380782,0.3333382423366181,
B14,0.48164145799536107,0.6533706044083323,0.3600273612052183,
B11,0.40437284299528103,0.5719957915066329,0.391593888884726,
cn12,0.27103895245671766,0.4049050022789373,0.25508309154561715,
B54,0.5047606243489526,0.6920049119083723,0.43022819638476606,
B51,0.20737234794551923,0.14176759512186687,0.0,
os4,0.47114511934907083,0.7418131971305639,0.3600273612052183,
in4,0.4265054735579516,0.5017949563270852,0.5502373167865054,
B33,0.5630162708970604,0.9320231527118512,0.2898265260256704,
sh10,0.6247697447506919,0.8120140323101117,0.3102190759830266,
in22,0.5047606243489526,0.8120140323101117,0.391593888884726,
