,job194_scenario1_359,job200_scenario1_368,
in27,0.5623347009956661,0.3137890284980353,
B14,0.31386909886627096,0.0,
B11,0.6507772937178977,0.22972987402948059,
cn12,0.5406643846272243,0.12357907291674808,
B54,0.6325355361752139,0.3137890284980353,
B51,0.5871106892066992,0.25865304406062584,
os4,0.6160338592378445,0.3137890284980353,
in4,0.5871106892066992,0.1733873581389398,
B33,0.6009690084957061,0.22972987402948059,
sh10,0.7911789640769933,0.4836064341219663,
in22,0.6160338592378445,0.3137890284980353,
