,job169_scenario0_320,job171_scenario1_322,job172_scenario2_324,
in27,0.1441073767492297,0.13751708303649762,0.05369915824217836,
B14,0.2038118732824873,0.22157623750505237,0.22884426308132724,
B11,0.13024905746022275,0.15137540232550456,0.07020083517954778,
cn12,0.010239937058483362,0.07181355429155795,0.0,
B54,0.27918134789310745,0.22157623750505237,0.19020995558128723,
B51,0.26411649715096913,0.09107077845702277,0.038634307500040044,
os4,0.2038118732824873,0.16644025306764293,0.34885338348306666,
in4,0.18455464911702246,0.13751708303649762,0.011945188631439951,
B33,0.2502581778619622,0.15137540232550456,0.22884426308132724,
sh10,0.3574364986841084,0.30295105040675174,0.22884426308132724,
in22,0.2502581778619622,0.15137540232550456,0.13195430903317928,
