,job731_scenario1_1630,job732_scenario4_1632,
in27,0.16254938004765612,0.04980828522219155,
B14,0.30295105040675174,0.1902099555812872,
B11,0.14430762250497225,0.15157564808124718,
cn12,0.024298502103232866,0.09332000153313924,
B54,0.30295105040675174,0.15157564808124718,
B51,0.14430762250497225,0.1902099555812872,
os4,0.20606109635860378,0.24001824080347878,
in4,0.0331792467915179,0.12000912040173944,
B33,0.14430762250497225,0.0,
sh10,0.2643167429067117,0.09332000153313924,
in22,0.11274109482546452,0.12000912040173944,
