,job88_scenario1_165,job89_scenario3_166,
in27,0.26215087136614945,0.3670951410257506,
B14,0.0,0.2786525483035189,
B11,0.26215087136614945,0.5573050966070378,
cn12,0.15864342790177943,0.3172868558035589,
B54,0.15864342790177943,0.038634307500040044,
B51,0.26215087136614945,0.5573050966070378,
os4,0.030186946174123763,0.05687606504272402,
in4,0.1768851854444634,0.3404060221571504,
B33,0.2332277013350042,0.3986616687052583,
sh10,0.4871042614274899,0.43729597620529836,
in22,0.2786525483035189,0.3986616687052583,
