,job468_scenario0_919,job469_scenario2_923,
in27,0.1587099132971393,0.046446304579474906,
B14,0.2155859783398632,0.3003228646719606,
B11,0.1731463184750031,0.046446304579474906,
cn12,0.038700792895399794,0.0,
B54,0.23597852829721933,0.1803137442702213,
B51,0.3559876486989587,0.046446304579474906,
os4,0.23597852829721933,0.3003228646719606,
in4,0.19734422079717923,0.0,
B33,0.25909769465081084,0.49053282025324785,
sh10,0.3355950987416025,0.37052369985150846,
in22,0.2471525060193709,0.3003228646719606,
