,job524_scenario0_1053,job528_scenario0_1059,
in27,0.5083305768639612,0.21689907444988732,
B14,0.5314497432175527,0.26670735967207904,
B11,0.5083305768639612,0.2319639251920257,
cn12,0.3679289065048656,0.083031634759141,
B54,0.6144813779766937,0.2982738873515867,
B51,0.3616323375936216,0.0,
os4,0.5680350733972188,0.2982738873515867,
in4,0.5398971045434688,0.2400182408034789,
B33,0.6144813779766937,0.3230498755626198,
sh10,0.9385587732487273,0.430228196384766,
in22,0.5680350733972188,0.2982738873515867,
