,job161_scenario0_308,job162_scenario3_309,job163_scenario0_310,
in27,0.2296305531165055,0.38359681796311995,0.14357857715964106,
B14,0.2967669443528984,0.38359681796311995,0.24972937827237357,
B11,0.25631967198510563,0.45379765314266773,0.13651079733910887,
cn12,0.11274109482546457,0.29515422524088825,0.0,
B54,0.40789532006635276,0.38359681796311995,0.29515422524088825,
B51,0.376328792386845,0.5738067735444071,0.23689857869278041,
os4,0.30612795720729735,0.5738067735444071,0.20328307369289866,
in4,0.2878861996646134,0.6938158939461465,0.16669774351323263,
B33,0.376328792386845,0.5738067735444071,0.29515422524088825,
sh10,0.4963379127885845,0.5738067735444071,0.3337885327409283,
in22,0.376328792386845,0.5036059383648592,0.2137794123391889,
