,job134_scenario1_256,job135_scenario2_259,
in27,0.20346639579964237,0.07020083517954778,
B14,0.3106447166217886,0.19020995558128723,
B11,0.23238956583078765,0.07020083517954778,
cn12,0.15702009122016752,0.011945188631439951,
B54,0.45734295589212814,0.1586434279017795,
B51,0.23238956583078765,0.011945188631439951,
os4,0.3106447166217886,0.46886250388480605,
in4,0.17869040758860927,0.0,
B33,0.04217961024950051,0.0884425927222316,
sh10,0.6475529114734153,0.46886250388480605,
in22,0.26713300031084086,0.2786525483035188,
