,job73_scenario1_146,job75_scenario4_148,
in27,0.23275021522720385,0.21332912193487857,
B14,0.23275021522720385,0.0,
B11,0.4229601708084911,0.43022819638476595,
cn12,0.15318836719325724,0.15157564808124707,
B54,0.35275933562894335,0.3600273612052181,
B51,0.23275021522720385,0.43022819638476595,
os4,0.2643167429067116,0.3600273612052181,
in4,0.23275021522720385,0.2715847684829865,
B33,0.2060610963586038,0.15157564808124707,
sh10,0.5429692912102305,0.2715847684829865,
in22,0.23275021522720385,0.24001824080347878,
