,job82_scenario1_158,job86_scenario1_162,job87_scenario1_163,
in27,0.5654615608382836,0.2689414108346241,0.24001824080347883,
B14,0.5654615608382836,0.347196561625625,0.347196561625625,
B11,0.39564415521435276,0.25387656009248577,0.13386743969074644,
cn12,0.45534865174761024,0.1569866060443379,0.16543396737025406,
B54,0.6672289236973392,0.3738856804942252,0.3738856804942252,
B51,0.47701896811605204,0.24001824080347883,0.2854430877719935,
os4,0.5858541107956399,0.3036848453146773,0.2689414108346241,
in4,0.5472198032955998,0.1743147120585391,0.20406827487029416,
B33,0.27563503481261326,0.013858319289006937,0.0,
sh10,0.39564415521435276,0.13386743969074644,0.10717832082214618,
in22,0.5307181263582303,0.3036848453146773,0.3036848453146773,
