,job276_scenario0_511,job279_scenario1_514,
in27,0.14850346141448556,0.11195480479028619,
B14,0.22577207641456554,0.14669823927033943,
B11,0.17063609197715612,0.11195480479028619,
cn12,0.018405862538262263,0.0,
B54,0.27558036163675714,0.33690819485162665,
B51,0.2906452123788955,0.09688995404814787,
os4,0.21527573776827535,0.19020995558128712,
in4,0.21527573776827535,0.04708166882595627,
B33,0.20537952645720947,0.05825564654810783,
sh10,0.46579031721804437,0.21689907444988732,
in22,0.27558036163675714,0.08303163475914094,
