,job578_scenario2_1162,job579_scenario1_1163,
in27,0.1768851854444632,0.12707690022227164,
B14,0.24708602062401108,0.22039690175541088,
B11,0.19727773540181942,0.1132185809332647,
cn12,0.12707690022227164,0.0,
B54,0.3670951410257504,0.43729597620529825,
B51,0.0884425927222316,0.0884425927222316,
os4,0.43729597620529825,0.19727773540181942,
in4,0.03863430750003993,0.0884425927222316,
B33,0.31728685580355886,0.15864342790177938,
sh10,0.2786525483035188,0.14214175096440995,
in22,0.5573050966070376,0.1132185809332647,
